Customer_ID,Customer_Name,DeliveryBoy_ID,DeliveryBoy_Name,Route_No,Customer_Status,Month,Year,Billing_Date,Delivery_Days,Daily_Milk_Litre,Total_Morning_Litre,Price_Per_Litre,Opening_Balance,Bill_Amount,Payment_Received,Closing_Balance,Payment_Mode,Payment_Status,Delivery_Type,Commission_Rate,Commission_Amount
C1037,Yash Parmar,DB002,Rahul Parmar,37,Active,February,2026,27-02-2026,22,1,22,58,176.01,1276,1324.23,127.78,Cash,Partial,Fixed Salary,0,0
C1038,Ajay Chauhan,DB003,Jignesh Solanki,38,Active,January,2026,31-01-2026,16,1,16,62,58.01,992,788.81,261.2,Cash,Pending,Commission,4,39.68
C1038,Ajay Chauhan,DB003,Jignesh Solanki,38,Active,June,2026,25-06-2026,7,1,7,62,261.2,434,436.31,258.89,Bank Transfer,Pending,Commission,4,17.36
C1039,Sanjay Vekariya,DB004,Hardik Chauhan,39,Active,June,2026,26-06-2026,29,1.5,43.5,58,-21.74,2523,2446.46,54.8,UPI,paid,Fixed Salary,0,0
C1039,Sanjay Vekariya,DB004,Hardik Chauhan,39,Active,May,2026,27-05-2026,31,1.5,46.5,58,54.8,2697,2685.28,66.52,UPI,Pending,Fixed Salary,0,0
C1040,Naresh Kansara,DB005,Mehul Joshi,40,Active,June,2026,30-06-2026,28,0.5,14,65,-124.13,910,784.14,1.73,UPI,Paid,Commission,5,45.5
C1040,Naresh Kansara,DB005,Mehul Joshi,40,Active,April,2026,30-04-2026,27,0.5,13.5,65,1.73,877.5,789.59,89.64,Bank Transfer,Pending,Commission,5,43.88
C1040,Naresh Kansara,DB005,Mehul Joshi,40,Active,January,2026,28-01-2026,23,0.5,11.5,65,89.64,747.5,695.92,141.22,Cash,Pending,Commission,5,37.38
C1040,Naresh Kansara,DB005,Mehul Joshi,40,Active,May,2026,28-05-2026,23,0.5,11.5,65,141.22,747.5,776.23,112.49,Cash,Partial,Commission,5,37.38
C1040,Naresh Kansara,DB005,Mehul Joshi,40,Active,March,2026,28-03-2026,24,0.5,12,65,112.49,780,650.22,242.27,Bank Transfer,Partial,Commission,5,39
C1040,Naresh Kansara,DB005,Mehul Joshi,40,Active,February,2026,26-02-2026,25,0.5,12.5,65,242.27,812.5,780.99,273.78,UPI,Partial,Commission,5,40.62
C1041,Milan Solanki,DB006,Vishal Rabari,41,Active,January,2026,28-01-2026,26,1.5,39,65,-73.13,2535,2170.18,291.69,Cash,Partial,Fixed Salary,0,0
C1041,Milan Solanki,DB006,Vishal Rabari,41,Active,April,2026,26-04-2026,22,1.5,33,65,291.69,2145,2248.24,188.45,UPI,Pending,Fixed Salary,0,0
C1041,Milan Solanki,DB006,Vishal Rabari,41,Active,June,2026,29-06-2026,27,1.5,40.5,65,188.45,2632.5,2803.93,17.02,Bank Transfer,Pending,Fixed Salary,0,0
C1041, Milan Solanki ,DB006,Vishal Rabari,41,Active,March,2026,28-03-2026,24,1.5,36,65,17.02,2340,2225.33,131.69,UPI,Pending,Fixed Salary,0,0
C1041,Milan Solanki,DB006,Vishal Rabari,41,Active,May,2026,29-05-2026,26,1.5,39,65,131.69,2535,2592.66,74.03,UPI,Pending,Fixed Salary,0,0
C1042,Kalpesh Vyas,DB007,Karan Gohil,42,Active,April,2026,29-04-2026,30,1,30,62,-89.92,1860,1501.57,268.51,Bank Transfer,Partial,Commission,6,111.6
C1042,Kalpesh Vyas,DB007,Karan Gohil,42,Active,January,2026,31-01-2026,30,1,30,62,268.51,1860,1877.93,250.58,UPI,Pending,Commission,6,111.6
C1042,Kalpesh Vyas,DB007,Karan Gohil,42,Active,February,2026,26-02-2026,26,1,26,62,250.58,1612,1571.37,291.21,,Pending,Commission,6,96.72
C1042,Kalpesh Vyas,DB007,Karan Gohil,42,Active,March,2026,26-03-2026,29,1,29,62,291.21,1798,2059.94,29.27,Cash,Pending,Commission,6,107.88
C1042,Kalpesh Vyas,DB007,Karan Gohil,42,Active,May,2026,30-05-2026,29,1,29,62,29.27,1798,1577.57,249.7,Cash,Partial,Commission,6,107.88
C1043,Rajesh Solanki,DB001,Amit Patel,43,Active,March,2026,31-03-2026,29,1.5,43.5,65,93.65,2827.5,2838.1,83.05,UPI,Partial,Commission,5,141.38
C1043,Rajesh Solanki,DB001,Amit Patel,43,Active,February,2026,26-02-2026,26,1.5,39,65,83.05,2535,2461.55,156.5,UPI,Partial,Commission,5,126.75
C1043,Rajesh Solanki,DB001,Amit Patel,43,Active,June,2026,27-06-2026,30,1.5,45,65,156.5,2925,3057.72,23.78,UPI,Pending,Commission,5,146.25
C1043,Rajesh Solanki,DB001,Amit Patel,43,Active,May,2026,29-05-2026,,1.5,43.5,65,23.78,2827.5,2789.47,61.81,Bank Transfer,Partial,Commission,5,141.38
C1043,Rajesh Solanki,DB001,Amit Patel,43,Active,January,2026,31-01-2026,30,1.5,45,65,61.81,2925,2926.12,60.69,UPI,Pending,Commission,5,146.25
C1043,Rajesh Solanki,DB001,Amit Patel,43,Active,April,2026,27-04-2026,30,1.5,45,65,60.69,2925,2710.82,274.87,Bank Transfer,Pending,Commission,5,146.25
C1044,Bharat Makwana,DB002,Rahul Parmar,44,Active,February,2026,27-02-2026,26,0.5,13,64,350.62,832,1133.57,49.05,Cash,Partial,Fixed Salary,0,0
C1044,Bharat Makwana,DB002,Rahul Parmar,44,Active,March,2026,25-03-2026,31,0.5,15.5,64,49.05,992,761.41,279.64,Bank Transfer,Partial,Fixed Salary,0,0
C1044,Bharat Makwana,DB002,Rahul Parmar,44,Active,June,2026,29-06-2026,29,0.5,14.5,64,279.64,928,993.26,214.38,Cash,Pending,Fixed Salary,0,0
C1044,Bharat Makwana,DB002,Rahul Parmar,44,Active,January,2026,28-01-2026,29,0.5,14.5,64,214.38,928,1054.92,87.46,UPI,Pending,Fixed Salary,0,0
C1044,Bharat Makwana,DB002,Rahul Parmar,44,Active,April,2026,,30,0.5,15,64,87.46,960,1039.77,7.69,Bank Transfer,Partial,Fixed Salary,0,0
C1045,Deepak Thakkar,DB003,Jignesh Solanki,45,Active,March,2026,27-03-2026,23,1,23,58,-57.67,1334,998.44,277.89,Bank Transfer,Partial,Commission,4,53.36
C1045,Deepak Thakkar,DB003,Jignesh Solanki,45,Active,May,2026,29-05-2026,23,1,23,58,277.89,1334,1360.69,251.2,Bank Transfer,Pending,Commission,4,53.36
C1045,Deepak Thakkar,DB003,Jignesh Solanki,45,Active,January,2026,31-01-2026,24,1,24,58,251.2,1392,1432.41,210.79,UPI,Pending,Commission,4,55.68
C1045,Deepak Thakkar,DB003,Jignesh Solanki,45,Active,April,2026,25-04-2026,22,1,22,58,210.79,1276,1271.66,215.13,UPI,Pending,Commission,4,51.04
C1046,Mahesh Bhatti,DB004,Hardik Chauhan,46,Active,April,2026,30-04-2026,26,2.5,65,65,-89.48,4225,3957.98,177.54,UPI,Partial,Fixed Salary,0,0
C1046,Mahesh Bhatti,DB004,Hardik Chauhan,46,Active,February,2026,25-02-2026,24,2.5,60,65,177.54,3900,3938.92,138.62,Cash,Partial,Fixed Salary,0,0
C1047,Sanjay Joshi,DB005,Mehul Joshi,47,Inactive,January,2026,31-01-2026,29,3,87,64,311.85,5568,5628.28,251.57,Bank Transfer,Pending,Commission,5,278.4
C1047,Sanjay Joshi,DB005,Mehul Joshi,47,Inactive,April,2026,29-04-2026,30,3,90,64,251.57,5760,5770.26,241.31,Cash,Pending,Commission,5,288
C1047,Sanjay Joshi,DB005,Mehul Joshi,47,Inactive,June,2026,26-06-2026,28,3,84,64,241.31,5376,5519.85,97.46,UPI,Pending,Commission,5,268.8
C1047,Sanjay Joshi,DB005,Mehul Joshi,47,Inactive,February,2026,25-02-2026,27,3,81,64,97.46,5184,5082.52,198.94,UPI,Pending,Commission,5,259.2
C1047,Sanjay Joshi,DB005,Mehul Joshi,47,Inactive,March,2026,26-03-2026,31,3,93,64,198.94,5952,6094.69,56.25,Cash,Pending,Commission,5,297.6
C1047,Sanjay Joshi,DB005,Mehul Joshi,47,Inactive,May,2026,28-05-2026,,3,93,64,56.25,5952,5807.51,200.74,UPI,Partial,Commission,5,297.6
C1048,Jayesh Prajapati,DB006,Vishal Rabari,48,Inactive,January,2026,30-01-2026,30,3,90,64,389.1,5760,5873.72,275.38,Bank Transfer,Pending,Fixed Salary,0,0
C1048,Jayesh Prajapati,DB006,Vishal Rabari,48,Inactive,May,2026,27-05-2026,31,3,93,64,275.38,5952,5985.48,241.9,UPI,Partial,Fixed Salary,0,0
C1049, Bharat Shah ,DB007,Karan Gohil,49,Active,March,2026,25-03-2026,31,2,62,58,-128.32,3596,3417.59,50.09,UPI,Pending,Commission,6,215.76
C1049,Bharat Shah,DB007,Karan Gohil,49,Active,June,2026,25-06-2026,29,2,58,58,50.09,3364,3237.02,177.07,UPI,Pending,Commission,6,201.84
C1050,Tushar Gohil,DB001,Amit Patel,50,Active,June,2026,30-06-2026,29,2,58,62,0.76,3596,3344.84,251.92,Bank Transfer,Partial,Commission,5,179.8
C1050,Tushar Gohil,DB001,Amit Patel,50,Active,May,2026,28-05-2026,30,2,60,62,251.92,3720,3911.56,60.36,Bank Transfer,Pending,Commission,5,186
C1051,Harshad Desai,DB002,Rahul Parmar,1,Active,February,2026,28-02-2026,26,2.5,65,62,300.35,4030,4273.71,56.64,Bank Transfer,Pending,Fixed Salary,0,0
C1051,Harshad Desai,DB002,Rahul Parmar,1,Active,March,2026,27-03-2026,29,2.5,72.5,62,56.64,4495,4274.38,277.26,UPI,Partial,Fixed Salary,0,0
C1052,Ankit Prajapati,DB003,Jignesh Solanki,2,Active,January,2026,30-01-2026,29,1.5,43.5,64,393.13,2784,2995.35,181.78,upi,Pending,Commission,4,111.36
C1052,Ankit Prajapati,DB003,Jignesh Solanki,2,Active,June,2026,30-06-2026,28,1.5,42,64,181.78,2688,2714.68,155.1,Cash,Pending,Commission,4,107.52
C1052,Ankit Prajapati,DB003,Jignesh Solanki,2,Active,February,2026,28-02-2026,26,1.5,39,64,155.1,2496,2494.82,156.28,,Partial,Commission,4,99.84
C1052,Ankit Prajapati,DB003,Jignesh Solanki,2,Active,March,2026,29-03-2026,30,1.5,45,64,156.28,2880,2835.81,200.47,UPI,Partial,Commission,4,115.2
C1053,Kalpesh Joshi,DB004,Hardik Chauhan,3,Active,March,2026,28-03-2026,30,2.5,75,62,320.94,4650,4741.24,229.7,Bank Transfer,Partial,Fixed Salary,0,0
C1053,Kalpesh Joshi,DB004,Hardik Chauhan,3,Active,February,2026,28-02-2026,27,2.5,67.5,62,229.7,4185,4125.88,288.82,Bank Transfer,Partial,Fixed Salary,0,0
C1053,Kalpesh Joshi,DB004,Hardik Chauhan,3,Active,April,2026,28-04-2026,29,2.5,72.5,62,288.82,4495,4521.99,261.83,Bank Transfer,Partial,Fixed Salary,0,0
C1053,Kalpesh Joshi,DB004,Hardik Chauhan,3,Active,January,2026,27-01-2026,30,2.5,75,62,,4650,4704.04,207.79,Cash,Pending,Fixed Salary,0,0
C1053,Kalpesh Joshi,DB004,Hardik Chauhan,3,Active,June,2026,30-06-2026,29,2.5,72.5,62,207.79,4495,4585.58,117.21,Bank Transfer,Pending,Fixed Salary,0,0
C1054,Krunal Desai,DB005,Mehul Joshi,4,Active,February,2026,,26,2,52,64,-48.68,3328,3252.94,26.38,Cash,Pending,Commission,5,166.4
C1054,Krunal Desai,DB005,Mehul Joshi,4,Active,April,2026,25-04-2026,29,2,58,64,26.38,3712,3677.09,61.29,Cash,Partial,Commission,5,185.6
C1054,Krunal Desai,DB005,Mehul Joshi,4,Active,May,2026,29-05-2026,29,2,58,64,61.29,3712,3696.33,76.96,Cash,Pending,Commission,5,185.6
C1054,Krunal Desai,DB005,Mehul Joshi,4,Active,March,2026,28-03-2026,30,2,60,64,76.96,3840,3755.41,161.55,Cash,Pending,Commission,5,192
C1055,Nikunj Gohil,DB006,Vishal Rabari,5,Active,June,2026,29-06-2026,26,2.5,65,58,99.19,3770,3800.41,68.78,Cash,Pending,Fixed Salary,0,0
C1055,Nikunj Gohil,DB006,Vishal Rabari,5,Active,January,2026,26-01-2026,26,2.5,65,58,68.78,3770,3644.22,194.56,Bank Transfer,Partial,Fixed Salary,0,0
C1056,Darshan Soni,DB007,Karan Gohil,6,Inactive,March,2026,25-03-2026,30,2,60,64,193.53,3840,3740,293.53,Cash,Partial,Commission,6,230.4
C1056,Darshan Soni,DB007,Karan Gohil,6,Inactive,May,2026,31-05-2026,31,2,62,64,293.53,3968,3993.18,268.35,Bank Transfer,Pending,Commission,6,238.08
C1056,Darshan Soni,DB007,Karan Gohil,6,Inactive,January,2026,29-01-2026,31,2,62,64,268.35,3968,3969.91,266.44,Cash,Partial,Commission,6,238.08
C1056,Darshan Soni,DB007,Karan Gohil,6,Inactive,April,2026,28-04-2026,29,2,58,64,266.44,3712,3733.59,244.85,upi,Partial,Commission,6,222.72
C1056,Darshan Soni,DB007,Karan Gohil,6,Inactive,February,2026,27-02-2026,26,2,52,64,244.85,3328,3554.8,18.05,Bank Transfer,Partial,Commission,6,199.68
C1056,Darshan Soni,DB007,Karan Gohil,6,Inactive,June,2026,30-06-2026,30,2,60,64,18.05,3840,3559.93,298.12,Bank Transfer,Partial,Commission,6,230.4
C1057,Nikunj Trivedi,DB001,Amit Patel,7,Active,April,2026,30-04-2026,22,1.5,33,58,154.11,1914,2009.11,59,Cash,Pending,Commission,5,95.7
C1057,Nikunj Trivedi,DB001,Amit Patel,7,Active,January,2026,28-01-2026,27,1.5,40.5,58,59,2349,2253.7,154.3,UPI,Partial,Commission,5,117.45
C1057,Nikunj Trivedi,DB001,Amit Patel,7,Active,May,2026,25-05-2026,27,1.5,40.5,58,154.3,2349,2466.85,36.45,UPI,Partial,Commission,5,117.45
C1057,Nikunj Trivedi,DB001,Amit Patel,7,Active,March,2026,31-03-2026,23,1.5,34.5,58,36.45,2001,2014.61,22.84,Bank Transfer,Pending,Commission,5,100.05
C1058,Sanjay Desai,DB002,Rahul Parmar,8,Active,March,2026,27-03-2026,23,0.5,11.5,64,226.51,736,882.53,79.98,UPI,Partial,Fixed Salary,0,0
C1058,Sanjay Desai,DB002,Rahul Parmar,8,Active,February,2026,25-02-2026,21,0.5,10.5,64,79.98,672,617.03,134.95,Cash,Partial,Fixed Salary,0,0
C1058,Sanjay Desai,DB002,Rahul Parmar,8,Active,May,2026,28-05-2026,24,0.5,12,64,134.95,768,635.79,267.16,Bank Transfer,Partial,Fixed Salary,0,0
C1058,Sanjay Desai,DB002,Rahul Parmar,8,Active,April,2026,25-04-2026,22,0.5,11,64,,704,785.11,186.05,UPI,Partial,Fixed Salary,0,0
C1058,Sanjay Desai,DB002,Rahul Parmar,8,Active,June,2026,25-06-2026,23,0.5,11.5,64,186.05,736,642.8,279.25,UPI,Pending,Fixed Salary,0,0
C1058,Sanjay Desai,DB002,Rahul Parmar,8,Active,January,2026,29-01-2026,29,0.5,14.5,64,279.25,928,962.48,244.77,Cash,Pending,Fixed Salary,0,0
C1059,Dilip Gohil,DB003,Jignesh Solanki,9,Active,February,2026,28-02-2026,26,0.5,13,64,64.39,832,870.15,26.24,UPI,Pending,Commission,4,33.28
C1059,Dilip Gohil,DB003,Jignesh Solanki,9,Active,April,2026,28-04-2026,28,0.5,14,64,26.24,896,919.95,2.29,Cash,Paid,Commission,4,35.84
C1059,Dilip Gohil,DB003,Jignesh Solanki,9,Active,March,2026,27-03-2026,31,0.5,15.5,64,2.29,992,885.41,108.88,Cash,Pending,Commission,4,39.68
C1059,Dilip Gohil,DB003,Jignesh Solanki,9,Active,June,2026,27-06-2026,29,0.5,14.5,64,108.88,928,841.5,195.38,UPI,Pending,Commission,4,37.12
C1059,Dilip Gohil,DB003,Jignesh Solanki,9,Active,May,2026,27-05-2026,31,0.5,15.5,64,195.38,992,1113.9,73.48,UPI,Pending,Commission,4,39.68
C1059,Dilip Gohil,DB003,Jignesh Solanki,9,Active,January,2026,30-01-2026,30,0.5,15,64,73.48,960,962.33,71.15,UPI,Pending,Commission,4,38.4
C1060,Dharmesh Mehta,DB004,Hardik Chauhan,10,Active,May,2026,27-05-2026,29,1,29,60,-99.05,1740,1402.47,238.48,UPI,Partial,Fixed Salary,0,0
C1060,Dharmesh Mehta,DB004,Hardik Chauhan,10,Active,February,2026,26-02-2026,22,1,22,60,238.48,1320,1493.54,64.94,Cash,Pending,Fixed Salary,0,0
C1060,Dharmesh Mehta,DB004,Hardik Chauhan,10,Active,April,2026,26-04-2026,24,1,24,60,64.94,1440,1219.66,285.28,Bank Transfer,Partial,Fixed Salary,0,0
C1060,Dharmesh Mehta,DB004,Hardik Chauhan,10,Active,June,2026,29-06-2026,28,1,28,60,285.28,1680,1829.47,135.81,UPI,Pending,Fixed Salary,0,0
C1061,Dilip Patel,DB005,Mehul Joshi,11,Active,February,2026,26-02-2026,28,1.5,42,65,72.28,2730,2570.76,231.52,Cash,Partial,Commission,5,136.5
C1061,Dilip Patel,DB005,Mehul Joshi,11,Active,June,2026,25-06-2026,29,1.5,43.5,65,231.52,2827.5,3054.52,4.5,Bank Transfer,Paid,Commission,5,141.38
C1061,Dilip Patel,DB005,Mehul Joshi,11,Active,January,2026,26-01-2026,31,1.5,46.5,65,4.5,3022.5,2973.89,53.11,UPI,Pending,Commission,5,151.12
C1061,Dilip Patel,DB005,Mehul Joshi,11,Active,March,2026,31-03-2026,31,1.5,46.5,65,53.11,3022.5,2808.21,267.4,UPI,Pending,Commission,5,151.12
C1061,Dilip Patel,DB005,Mehul Joshi,11,Active,April,2026,30-04-2026,30,1.5,45,65,267.4,2925,2964.86,227.54,UPI,Partial,Commission,5,146.25
C1061,Dilip Patel,DB005,Mehul Joshi,11,Active,May,2026,31-05-2026,30,1.5,45,65,227.54,2925,3126.16,26.38,Cash,Partial,Commission,5,146.25
C1062,Hitesh Vyas,DB006,Vishal Rabari,12,Active,March,2026,28-03-2026,30,1.5,45,62,349.91,2790,2936.02,203.89,Bank Transfer,Pending,Fixed Salary,0,0
C1062,Hitesh Vyas,DB006,Vishal Rabari,12,Active,February,2026,26-02-2026,26,1.5,39,62,203.89,2418,2424.17,197.72,Bank Transfer,Pending,Fixed Salary,0,0
C1062,Hitesh Vyas,DB006,Vishal Rabari,12,Active,January,2026,26-01-2026,30,1.5,45,62,197.72,2790,2882.09,105.63,Bank Transfer,Partial,Fixed Salary,0,0
C1063,Tushar Patel,DB007,Karan Gohil,13,Active,April,2026,26-04-2026,26,2.5,65,62,241.92,4030,4223.32,48.6,UPI,Pending,Commission,6,241.8
C1063,Tushar Patel,DB007,Karan Gohil,13,Active,January,2026,30-01-2026,26,2.5,65,62,48.6,4030,3857.1,221.5,Bank Transfer,Pending,Commission,6,241.8
C1064,Dharmesh Trivedi,DB001,Amit Patel,14,Active,March,2026,26-03-2026,23,2.5,57.5,60,163.59,3450,3351.06,262.53,Bank Transfer,Partial,Commission,5,172.5
C1064,Dharmesh Trivedi,DB001,Amit Patel,14,Active,April,2026,27-04-2026,27,2.5,67.5,60,262.53,4050,4279.17,33.36,Cash,Partial,Commission,5,202.5
C1064,Dharmesh Trivedi,DB001,Amit Patel,14,Active,June,2026,30-06-2026,27,2.5,67.5,60,33.36,4050,3809.27,274.09,,Pending,Commission,5,202.5
C1064,Dharmesh Trivedi,DB001,Amit Patel,14,Active,January,2026,27-01-2026,27,2.5,67.5,60,274.09,4050,4075.47,248.62,Cash,Partial,Commission,5,202.5
C1064,Dharmesh Trivedi,DB001,Amit Patel,14,Active,May,2026,29-05-2026,26,2.5,65,60,248.62,3900,4015.85,132.77,Cash,Pending,Commission,5,195
C1064,Dharmesh Trivedi,DB001,Amit Patel,14,Active,February,2026,26-02-2026,20,2.5,50,60,132.77,3000,2929.79,202.98,UPI,Pending,Commission,5,150
C1065,Piyush Thakkar,DB002,Rahul Parmar,15,Active,March,2026,27-03-2026,12,0.5,6,60,303.85,360,374.77,289.08,UPI,Pending,Fixed Salary,0,0
C1065,Piyush Thakkar,DB002,Rahul Parmar,15,Active,February,2026,26-02-2026,11,0.5,5.5,60,289.08,330,591.32,27.76,Bank Transfer,Pending,Fixed Salary,0,0
C1065,Piyush Thakkar,DB002,Rahul Parmar,15,Active,May,2026,26-05-2026,9,0.5,4.5,60,27.76,270,91.89,205.87,Cash,Pending,Fixed Salary,0,0
C1065,Piyush Thakkar,DB002,Rahul Parmar,15,Active,June,2026,28-06-2026,12,0.5,6,60,205.87,360,564.11,1.76,Bank Transfer,Paid,Fixed Salary,0,0
C1065,Piyush Thakkar,DB002,Rahul Parmar,15,Active,January,2026,26-01-2026,9,0.5,4.5,60,1.76,270,0,271.76,Cash,Pending,Fixed Salary,0,0
C1065,Piyush Thakkar,DB002,Rahul Parmar,15,Active,April,2026,30-04-2026,9,0.5,4.5,60,271.76,270,365.49,176.27,UPI,Pending,Fixed Salary,0,0
C1066,Jatin Vekariya,DB003,Jignesh Solanki,16,Active,May,2026,25-05-2026,29,2,58,65,-56.93,3770,3651.17,61.9,Bank Transfer,Pending,Commission,4,150.8
C1066,Jatin Vekariya,DB003,Jignesh Solanki,16,Active,April,2026,27-04-2026,24,2,48,65,61.9,3120,3035.92,145.98,UPI,Partial,Commission,4,124.8
C1066,Jatin Vekariya,DB003,Jignesh Solanki,16,Active,June,2026,28-06-2026,24,2,48,65,145.98,3120,3206.85,59.13,Bank Transfer,Pending,Commission,4,124.8
C1067,Bharat Bhatti,DB004,Hardik Chauhan,17,Inactive,February,2026,27-02-2026,26,1.5,39,60,163.05,2340,2362.5,140.55,Cash,Partial,Fixed Salary,0,0
C1067,Bharat Bhatti,DB004,Hardik Chauhan,17,Inactive,May,2026,28-05-2026,31,1.5,46.5,60,140.55,2790,2761.45,169.1,UPI,Pending,Fixed Salary,0,0
C1067,Bharat Bhatti,DB004,Hardik Chauhan,17,Inactive,January,2026,25-01-2026,30,1.5,45,60,169.1,2700,,56.94,Bank Transfer,Pending,Fixed Salary,0,0
C1067,Bharat Bhatti,DB004,Hardik Chauhan,17,Inactive,April,2026,30-04-2026,29,1.5,43.5,60,56.94,2610,2391.07,275.87,Bank Transfer,Pending,Fixed Salary,0,0
C1068,Ankit Desai,DB005,Mehul Joshi,18,Active,January,2026,25-01-2026,29,3,87,62,-73.74,5394,5231.37,88.89,UPI,Partial,Commission,5,269.7
C1068,Ankit Desai,DB005,Mehul Joshi,18,Active,April,2026,28-04-2026,30,3,90,62,88.89,5580,5419.77,249.12,Bank Transfer,Pending,Commission,5,279
C1069,Paresh Prajapati,DB006,Vishal Rabari,19,Active,March,2026,25-03-2026,29,1.5,43.5,62,-75.01,2697,2451.93,170.06,Bank Transfer,Pending,Fixed Salary,0,0
C1069,Paresh Prajapati,DB006,Vishal Rabari,19,Active,February,2026,27-02-2026,26,1.5,39,62,170.06,2418,2439.75,148.31,Cash,Partial,Fixed Salary,0,0
C1069,Paresh Prajapati,DB006,Vishal Rabari,19,Active,January,2026,30-01-2026,31,1.5,46.5,62,148.31,2883,2856.98,174.33,UPI,Partial,Fixed Salary,0,0
C1069,Paresh Prajapati,DB006,Vishal Rabari,19,Active,April,2026,25-04-2026,28,1.5,42,62,174.33,2604,2729.24,49.09,Cash,Pending,Fixed Salary,0,0
C1070,Bhavesh Solanki,DB007,Karan Gohil,20,Stopped,January,2026,30-01-2026,31,2,62,64,247.62,3968,4087.99,127.63,Cash,Partial,Commission,6,238.08
C1070,Bhavesh Solanki,DB007,Karan Gohil,20,Stopped,May,2026,25-05-2026,29,2,58,64,127.63,3712,3685.24,154.39,Cash,Pending,Commission,6,222.72
C1071,Ketan Bhatti,DB001,Amit Patel,21,Active,May,2026,29-05-2026,31,3,93,60,12.66,5580,5495.55,97.11,Cash,Pending,Commission,5,279
C1071,Ketan Bhatti,DB001,Amit Patel,21,Active,March,2026,31-03-2026,31,3,93,60,97.11,5580,5417.48,259.63,Cash,Partial,Commission,5,279
C1071,Ketan Bhatti,DB001,Amit Patel,21,Active,February,2026,28-02-2026,26,3,78,60,259.63,4680,4722.8,216.83,Cash,Pending,Commission,5,234
C1071,Ketan Bhatti,DB001,Amit Patel,21,,April,2026,27-04-2026,29,3,87,60,216.83,5220,5292.61,144.22,Bank Transfer,Partial,Commission,5,261
C1071,Ketan Bhatti,DB001,Amit Patel,21,Active,January,2026,31-01-2026,30,3,90,60,,5400,,159.12,Bank Transfer,Partial,Commission,5,270
C1072,Alpesh Rabari,DB002,Rahul Parmar,22,Active,May,2026,27-05-2026,31,3,93,64,213.27,5952,6093.2,72.07,Cash,Pending,Fixed Salary,0,0
C1072,Alpesh Rabari,DB002,Rahul Parmar,22,Active,June,2026,26-06-2026,28,3,84,64,72.07,5376,5379.9,68.17,UPI,Partial,Fixed Salary,0,0
C1072,Alpesh Rabari,DB002,Rahul Parmar,22,Active,April,2026,30-04-2026,29,3,87,64,68.17,5568,5441.27,194.9,UPI,Pending,Fixed Salary,0,0
C1072,Alpesh Rabari,DB002,Rahul Parmar,22,Active,February,2026,25-02-2026,27,3,81,64,194.9,5184,5310.8,68.1,Cash,Partial,Fixed Salary,0,0
C1073,Vijay Vekariya,DB003,Jignesh Solanki,23,Active,April,2026,30-04-2026,30,2.5,75,65,74.41,4875,4784.24,165.17,Bank Transfer,Partial,Commission,4,195
C1073,Vijay Vekariya,DB003,Jignesh Solanki,23,Active,February,2026,26-02-2026,28,2.5,70,65,165.17,4550,4560.62,154.55,Cash,Pending,Commission,4,182
C1074,Bharat Rabari,DB004,Hardik Chauhan,24,Inactive,May,2026,28-05-2026,29,2.5,72.5,60,,4350,4139.51,111.7,UPI,Partial,Fixed Salary,0,0
C1074,Bharat Rabari,DB004,Hardik Chauhan,24,Inactive,January,2026,25-01-2026,30,2.5,75,60,111.7,4500,4575.54,36.16,UPI,Pending,Fixed Salary,0,0
C1074,Bharat Rabari,DB004,Hardik Chauhan,24,Inactive,April,2026,30-04-2026,30,2.5,75,60,36.16,4500,4239.57,296.59,UPI,Partial,Fixed Salary,0,0
C1074,Bharat Rabari,DB004,Hardik Chauhan,24,Inactive,June,2026,30-06-2026,29,2.5,72.5,60,296.59,4350,4596.19,50.4,Bank Transfer,Pending,Fixed Salary,0,0
C1075,Ramesh Kansara,DB005,Mehul Joshi,25,Active,March,2026,25-03-2026,30,0.5,15,62,132.25,930,897.6,164.65,Bank Transfer,Partial,Commission,5,46.5
C1075,Ramesh Kansara,DB005,Mehul Joshi,25,Active,April,2026,30-04-2026,30,0.5,15,62,164.65,930,1021.92,72.73,Cash,Partial,Commission,5,46.5
C1075,Ramesh Kansara,DB005,Mehul Joshi,25,Active,January,2026,25-01-2026,30,0.5,15,62,72.73,930,,6.38,Bank Transfer,Pending,Commission,5,46.5
C1075,Ramesh Kansara,DB005,Mehul Joshi,25,Active,June,2026,26-06-2026,28,0.5,14,62,6.38,868,727.97,146.41,UPI,Pending,Commission,5,43.4
C1075,Ramesh Kansara,DB005,Mehul Joshi,25,Active,February,2026,26-02-2026,26,0.5,13,62,146.41,806,786.14,166.27,Upi,Pending,Commission,5,40.3
C1075,Ramesh Kansara,DB005,Mehul Joshi,25,Active,May,2026,28-05-2026,31,0.5,15.5,62,166.27,961,864.65,262.62,Bank Transfer,Pending,Commission,5,48.05
C1076,Dharmesh Soni,DB006,Vishal Rabari,26,Active,January,2026,31-01-2026,29,1,29,62,116.18,1798,1728.05,186.13,Bank Transfer,PAID,Fixed Salary,0,0
C1076,Dharmesh Soni,DB006,Vishal Rabari,26,Active,June,2026,28-06-2026,29,1,29,62,186.13,1798,1693.87,290.26,Bank Transfer,Pending,Fixed Salary,0,0
C1077,Mahesh Solanki,DB007,Karan Gohil,27,Active,March,2026,27-03-2026,29,2.5,72.5,65,31.1,4712.5,4692.68,50.92,Cash,Pending,Commission,6,282.75
